,DEPARTAMENTO,MUNICIPIO,CODIGO DANE,ARMAS MEDIOS,FECHA HECHO,CANTIDAD
1198,NARIÑO,TÚQUERRES,52838,ARTEFACTO INCENDIARIO,2012-10-26,1
1199,NARIÑO,TUMACO,52835,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2012-10-27,1
1200,TOLIMA,PLANADAS,73555,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2012-10-27,1
1201,ANTIOQUIA,TOLEDO,5819,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2012-10-28,1
1202,ANTIOQUIA,YARUMAL,5887,GRANADA DE MANO,2012-10-28,1
1203,BOGOTA D.C.,BOGOTÁ D.C.,11001,GRANADA DE MANO,2012-10-28,1
1204,ANTIOQUIA,MEDELLIN,5001,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2012-10-29,1
1205,ANTIOQUIA,TURBO,5837,GRANADA DE MANO,2012-10-29,1
1206,CESAR,SAN DIEGO,20750,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2012-10-29,1
1207,PUTUMAYO,ORITO,86320,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2012-10-29,1
1208,CAUCA,PATÍA,19532,PAQUETE BOMBA,2012-10-30,1
1209,ANTIOQUIA,YONDO,5893,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2012-10-31,1
1210,CAUCA,MERCADERES,19450,GRANADA DE MANO,2012-10-31,1
1211,VALLE DEL CAUCA,PRADERA,76563,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2012-10-31,1
1212,CAUCA,PUERTO TEJADA,19573,GRANADA DE MANO,2012-11-01,1
1213,VALLE DEL CAUCA,CALI,76001,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2012-11-03,1
1214,ANTIOQUIA,MEDELLIN,5001,GRANADA DE MANO,2012-11-04,1
1215,CAUCA,BALBOA,19075,CILINDRO BOMBA,2012-11-05,1
1216,ANTIOQUIA,SANTA ROSA DE OSOS,5686,GRANADA DE MANO,2012-11-07,1
1217,CAUCA,POPAYÁN,19001,PAQUETE BOMBA,2012-11-07,1
1218,VALLE DEL CAUCA,BUENAVENTURA,76109,GRANADA DE MANO,2012-11-07,1
1219,NARIÑO,IMUÉS,52354,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2012-11-09,1
1220,TOLIMA,CHAPARRAL,73168,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2012-11-09,1
1221,CAUCA,CORINTO,19212,GRANADA DE MANO,2012-11-10,1
1222,CAUCA,CALOTO,19142,GRANADA DE MORTERO,2012-11-10,1
1223,CAUCA,ARGELIA,19050,OLLA BOMBA,2012-11-10,1
1224,ANTIOQUIA,BRICEÑO,5107,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2012-11-11,1
1225,CHOCÓ,ATRATO,27050,COMBUSTIBLE,2012-11-11,1
1226,CHOCÓ,QUIBDO,27001,COMBUSTIBLE,2012-11-11,1
1227,PUTUMAYO,VALLE DEL GUAMUEZ,86865,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2012-11-11,1
1228,CHOCÓ,QUIBDO,27001,COMBUSTIBLE,2012-11-12,1
1229,HUILA,CAMPOALEGRE,41132,COMBUSTIBLE,2012-11-12,1
1230,CAUCA,SANTANDER DE QUILICHAO,19698,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2012-11-13,1
1231,ANTIOQUIA,SEGOVIA,5736,GRANADA DE MANO,2012-11-15,1
1232,HUILA,CAMPOALEGRE,41132,GRANADA DE MANO,2012-11-16,1
1233,META,VILLAVICENCIO,50001,GRANADA DE MANO,2012-11-16,1
1234,VALLE DEL CAUCA,DAGUA,76233,ARTEFACTO INCENDIARIO,2012-11-16,1
1235,ANTIOQUIA,MEDELLIN,5001,GRANADA DE MANO,2012-11-17,1
1236,TOLIMA,IBAGUÉ,73001,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2012-11-18,2
1237,VALLE DEL CAUCA,BUENAVENTURA,76109,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2012-11-18,2
1238,VALLE DEL CAUCA,BUENAVENTURA,76109,GRANADA DE MANO,2012-11-18,1
1239,HUILA,NEIVA,41001,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2012-11-20,1
1240,ANTIOQUIA,CAMPAMENTO,5134,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2012-11-21,1
1241,META,VISTA HERMOSA,50711,NO REPORTADO,2012-11-25,1
1242,VALLE DEL CAUCA,PALMIRA,76520,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2012-11-25,1
1243,HUILA,NEIVA,41001,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2012-11-26,1
1244,CHOCÓ,QUIBDO,27001,COMBUSTIBLE,2012-11-29,1
1245,NARIÑO,SAMANIEGO,52678,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2012-11-30,1
1246,NARIÑO,TUMACO,52835,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2012-11-30,1
1247,CHOCÓ,CONDOTO,27205,CILINDRO BOMBA,2012-12-01,1
1248,BOGOTA D.C.,BOGOTÁ D.C.,11001,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2012-12-02,1
1249,SANTANDER,BARRANCABERMEJA,68081,GRANADA DE MANO,2012-12-03,1
1250,BOYACA,CUBARÁ,15223,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2012-12-04,1
1251,META,VILLAVICENCIO,50001,GRANADA DE MANO,2012-12-09,1
1252,VALLE DEL CAUCA,JAMUNDÍ,76364,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2012-12-21,1
1253,CAUCA,GUAPI,19318,GRANADA DE MANO,2012-12-31,1
1254,ANTIOQUIA,EL BAGRE,5250,GRANADA DE MANO,2013-01-01,1
1255,ANTIOQUIA,CACERES,5120,MINA ANTIPERSONA,2013-01-04,1
1256,NORTE DE SANTANDER,TOLEDO,54820,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2013-01-04,1
1257,ANTIOQUIA,DABEIBA,5234,PAQUETE BOMBA,2013-01-05,1
1258,HUILA,NEIVA,41001,GRANADA DE MANO,2013-01-06,1
1259,NORTE DE SANTANDER,TOLEDO,54820,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2013-01-08,1
1260,NORTE DE SANTANDER,CONVENCIÓN,54206,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2013-01-09,2
1261,NORTE DE SANTANDER,TOLEDO,54820,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2013-01-09,1
1262,ANTIOQUIA,YARUMAL,5887,MINA ANTIPERSONA,2013-01-10,1
1263,NORTE DE SANTANDER,TIBÚ,54810,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2013-01-10,1
1264,PUTUMAYO,PUERTO ASÍS,86568,MINA ANTIPERSONA,2013-01-11,1
1265,TOLIMA,CHAPARRAL,73168,ARTEFACTO INCENDIARIO,2013-01-11,1
1266,ARAUCA,ARAUQUITA,81065,MINA ANTIPERSONA,2013-01-12,1
1267,MAGDALENA,SANTA MARTA,47001,GRANADA DE MANO,2013-01-12,1
1268,ANTIOQUIA,BRICEÑO,5107,MINA ANTIPERSONA,2013-01-13,1
1269,ANTIOQUIA,MEDELLIN,5001,GRANADA DE MANO,2013-01-15,1
1270,ARAUCA,SARAVENA,81736,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2013-01-15,1
1271,CHOCÓ,EL CARMEN DE ATRATO,27245,GRANADA DE MANO,2013-01-15,1
1272,ANTIOQUIA,MEDELLIN,5001,GRANADA DE MANO,2013-01-18,1
1273,BOYACA,CUBARÁ,15223,CILINDRO BOMBA,2013-01-18,1
1274,CHOCÓ,QUIBDO,27001,GRANADA DE MANO,2013-01-19,1
1275,LA GUAJIRA,BARRANCAS,44078,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2013-01-20,1
1276,LA GUAJIRA,FONSECA,44279,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2013-01-20,1
1277,META,GRANADA,50313,GRANADA DE MANO,2013-01-20,1
1278,PUTUMAYO,ORITO,86320,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2013-01-20,3
1279,ARAUCA,ARAUQUITA,81065,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2013-01-21,1
1280,ARAUCA,PUERTO RONDÓN,81591,MINA ANTIPERSONA,2013-01-21,1
1281,ARAUCA,PUERTO RONDÓN,81591,CANTINA BOMBA,2013-01-21,1
1282,LA GUAJIRA,ALBANIA,44035,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2013-01-21,1
1283,NORTE DE SANTANDER,CONVENCIÓN,54206,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2013-01-21,1
1284,PUTUMAYO,PUERTO ASÍS,86568,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2013-01-21,1
1285,ANTIOQUIA,ANORI,5040,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2013-01-22,1
1286,ARAUCA,ARAUQUITA,81065,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2013-01-22,1
1287,BOGOTA D.C.,BOGOTÁ D.C.,11001,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2013-01-22,1
1288,PUTUMAYO,PUERTO ASÍS,86568,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2013-01-22,1
1289,PUTUMAYO,PUERTO ASÍS,86568,GRANADA DE MANO,2013-01-22,1
1290,ANTIOQUIA,MEDELLIN,5001,GRANADA DE MANO,2013-01-23,1
1291,ANTIOQUIA,DABEIBA,5234,CARRO BOMBA,2013-01-23,1
1292,META,MAPIRIPÁN,50325,COMBUSTIBLE,2013-01-23,1
1293,PUTUMAYO,PUERTO ASÍS,86568,GRANADA DE MANO,2013-01-23,1
1294,VALLE DEL CAUCA,DAGUA,76233,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2013-01-23,1
1295,ARAUCA,TAME,81794,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2013-01-24,1
1296,PUTUMAYO,PUERTO ASÍS,86568,GRANADA DE MANO,2013-01-24,1
1297,PUTUMAYO,PUERTO ASÍS,86568,NO REPORTADO,2013-01-24,1
1298,LA GUAJIRA,EL MOLINO,44110,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2013-01-25,1
1299,NORTE DE SANTANDER,EL TARRA,54250,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2013-01-25,1
1300,NORTE DE SANTANDER,TEORAMA,54800,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2013-01-25,1
1301,PUTUMAYO,ORITO,86320,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2013-01-25,1
1302,ARAUCA,ARAUQUITA,81065,GRANADA DE FUSIL,2013-01-26,1
1303,PUTUMAYO,VALLE DEL GUAMUEZ,86865,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2013-01-26,1
1304,META,VILLAVICENCIO,50001,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2013-01-27,1
1305,META,PUERTO CONCORDIA,50450,GRANADA DE MANO,2013-01-27,1
1306,META,PUERTO CONCORDIA,50450,COMBUSTIBLE,2013-01-27,1
1307,NORTE DE SANTANDER,EL TARRA,54250,GRANADA DE MANO,2013-01-27,1
1308,NORTE DE SANTANDER,EL TARRA,54250,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2013-01-28,2
1309,PUTUMAYO,VALLE DEL GUAMUEZ,86865,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2013-01-28,1
1310,CAUCA,TIMBIQUÍ,19809,GRANADA DE MANO,2013-01-29,1
1311,ANTIOQUIA,SEGOVIA,5736,GRANADA DE MANO,2013-01-30,1
1312,CAUCA,EL TAMBO,19256,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2013-01-30,1
1313,META,VILLAVICENCIO,50001,GRANADA DE MANO,2013-01-30,1
1314,NORTE DE SANTANDER,TIBÚ,54810,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2013-01-30,1
1315,VALLE DEL CAUCA,BUENAVENTURA,76109,PAQUETE BOMBA,2013-01-30,1
1316,ANTIOQUIA,MEDELLIN,5001,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2013-01-31,1
1317,CAUCA,ARGELIA,19050,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2013-01-31,1
1318,META,GRANADA,50313,COMBUSTIBLE,2013-01-31,1
1319,TOLIMA,CAJAMARCA,73124,GRANADA DE MANO,2013-01-31,1
1320,ARAUCA,TAME,81794,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2013-02-01,1
1321,CAQUETÁ,SAN VICENTE DEL CAGUÁN,18753,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2013-02-01,1
1322,LA GUAJIRA,FONSECA,44279,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2013-02-01,1
1323,LA GUAJIRA,MAICAO,44430,GRANADA DE MANO,2013-02-01,1
1324,MAGDALENA,SANTA MARTA,47001,GRANADA DE MANO,2013-02-02,1
1325,ARAUCA,TAME,81794,GRANADA DE MANO,2013-02-03,1
1326,NARIÑO,TUMACO,52835,CILINDRO BOMBA,2013-02-03,1
1327,PUTUMAYO,ORITO,86320,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2013-02-03,1
1328,PUTUMAYO,VALLE DEL GUAMUEZ,86865,GRANADA DE MANO,2013-02-03,1
1329,ANTIOQUIA,GIRALDO,5306,GRANADA DE MANO,2013-02-04,1
1330,META,VILLAVICENCIO,50001,GRANADA DE MANO,2013-02-04,1
1331,NORTE DE SANTANDER,TIBÚ,54810,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2013-02-04,1
1332,PUTUMAYO,VALLE DEL GUAMUEZ,86865,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2013-02-04,1
1333,CAUCA,CALOTO,19142,CARRO BOMBA,2013-02-05,1
1334,CHOCÓ,RIOSUCIO,27615,GRANADA DE MORTERO,2013-02-05,1
1335,ARAUCA,TAME,81794,CARRO BOMBA,2013-02-06,1
1336,BOGOTA D.C.,BOGOTÁ D.C.,11001,NO REPORTADO,2013-02-06,1
1337,MAGDALENA,SANTA MARTA,47001,GRANADA DE MANO,2013-02-06,1
1338,PUTUMAYO,VALLE DEL GUAMUEZ,86865,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2013-02-06,1
1339,HUILA,NEIVA,41001,MOTO BOMBA,2013-02-07,1
1340,ARAUCA,ARAUCA,81001,COMBUSTIBLE,2013-02-08,1
1341,ARAUCA,ARAUQUITA,81065,GRANADA DE MORTERO,2013-02-08,1
1342,CHOCÓ,BOJAYÁ,27099,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2013-02-08,1
1343,NARIÑO,TUMACO,52835,ARMA DE FUEGO,2013-02-08,1
1344,PUTUMAYO,PUERTO ASÍS,86568,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2013-02-08,1
1345,TOLIMA,CUNDAY,73226,COMBUSTIBLE,2013-02-08,1
1346,META,VILLAVICENCIO,50001,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2013-02-09,1
1347,META,VISTA HERMOSA,50711,COMBUSTIBLE,2013-02-09,1
1348,NORTE DE SANTANDER,CONVENCIÓN,54206,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2013-02-09,1
1349,NORTE DE SANTANDER,EL CARMEN,54245,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2013-02-09,1
1350,NORTE DE SANTANDER,TEORAMA,54800,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2013-02-09,1
1351,NORTE DE SANTANDER,TEORAMA,54800,ARTEFACTO INCENDIARIO,2013-02-09,1
1352,PUTUMAYO,ORITO,86320,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2013-02-09,1
1353,BOGOTA D.C.,BOGOTÁ D.C.,11001,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2013-02-10,1
1354,ANTIOQUIA,REMEDIOS,5604,GRANADA DE MANO,2013-02-11,1
1355,GUAVIARE,MIRAFLORES,95200,GRANADA DE MANO,2013-02-11,1
1356,NORTE DE SANTANDER,TEORAMA,54800,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2013-02-11,1
1357,PUTUMAYO,ORITO,86320,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2013-02-11,1
1358,PUTUMAYO,VALLE DEL GUAMUEZ,86865,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2013-02-11,1
1359,PUTUMAYO,SAN MIGUEL,86757,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2013-02-12,1
1360,PUTUMAYO,VALLE DEL GUAMUEZ,86865,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2013-02-12,1
1361,GUAVIARE,SAN JOSÉ DEL GUAVIARE,95001,COMBUSTIBLE,2013-02-13,1
1362,NARIÑO,TUMACO,52835,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2013-02-13,1
1363,PUTUMAYO,ORITO,86320,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2013-02-13,1
1364,NORTE DE SANTANDER,EL TARRA,54250,GRANADA DE MANO,2013-02-14,1
1365,VALLE DEL CAUCA,BUENAVENTURA,76109,GRANADA DE MANO,2013-02-14,1
1366,ANTIOQUIA,URRAO,5847,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2013-02-15,1
1367,LA GUAJIRA,RIOHACHA,44001,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2013-02-15,1
1368,ANTIOQUIA,SAN ANDRES,5647,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2013-02-16,1
1369,HUILA,NEIVA,41001,GRANADA DE MANO,2013-02-16,1
1370,NORTE DE SANTANDER,CONVENCIÓN,54206,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2013-02-16,1
1371,NORTE DE SANTANDER,EL TARRA,54250,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2013-02-16,1
1372,NORTE DE SANTANDER,TEORAMA,54800,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2013-02-16,2
1373,PUTUMAYO,PUERTO ASÍS,86568,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2013-02-16,1
1374,ANTIOQUIA,TOLEDO,5819,ARTEFACTO INCENDIARIO,2013-02-17,1
1375,NORTE DE SANTANDER,EL TARRA,54250,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2013-02-17,1
1376,PUTUMAYO,PUERTO ASÍS,86568,NO REPORTADO,2013-02-17,1
1377,ANTIOQUIA,BRICEÑO,5107,MINA ANTIPERSONA,2013-02-18,1
1378,META,GRANADA,50313,GRANADA DE MANO,2013-02-18,1
1379,NORTE DE SANTANDER,TIBÚ,54810,ARMA DE FUEGO,2013-02-18,1
1380,ANTIOQUIA,BRICEÑO,5107,MINA ANTIPERSONA,2013-02-19,1
1381,CAQUETÁ,SAN VICENTE DEL CAGUÁN,18753,GRANADA DE MANO,2013-02-19,1
1382,CESAR,CURUMANÍ,20228,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2013-02-19,1
1383,HUILA,SAN AGUSTÍN,41668,GRANADA DE MANO,2013-02-19,1
1384,NORTE DE SANTANDER,CONVENCIÓN,54206,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2013-02-19,1
1385,HUILA,CAMPOALEGRE,41132,GRANADA DE MANO,2013-02-20,1
1386,NARIÑO,TUMACO,52835,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2013-02-20,1
1387,NORTE DE SANTANDER,CONVENCIÓN,54206,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2013-02-20,1
1388,NORTE DE SANTANDER,EL TARRA,54250,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2013-02-20,1
1389,NORTE DE SANTANDER,CONVENCIÓN,54206,CARRO BOMBA,2013-02-21,1
1390,GUAVIARE,EL RETORNO,95025,GRANADA DE MANO,2013-02-22,1
1391,NORTE DE SANTANDER,TEORAMA,54800,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2013-02-22,1
1392,NORTE DE SANTANDER,TEORAMA,54800,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2013-02-22,1
1393,NORTE DE SANTANDER,TIBÚ,54810,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2013-02-22,1
1394,PUTUMAYO,PUERTO ASÍS,86568,GRANADA DE MANO,2013-02-22,1
1395,ANTIOQUIA,SABANALARGA,5628,ARTEFACTO INCENDIARIO,2013-02-23,1
1396,ANTIOQUIA,ANORI,5040,CILINDRO BOMBA,2013-02-23,1
1397,NORTE DE SANTANDER,TEORAMA,54800,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2013-02-23,1
1398,LA GUAJIRA,ALBANIA,44035,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2013-02-24,1
1399,GUAVIARE,SAN JOSÉ DEL GUAVIARE,95001,NO REPORTADO,2013-02-24,1
1400,NARIÑO,TUMACO,52835,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2013-02-24,1
1401,NARIÑO,TUMACO,52835,ARTEFACTO INCENDIARIO,2013-02-24,2
1402,NORTE DE SANTANDER,EL CARMEN,54245,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2013-02-24,1
1403,NORTE DE SANTANDER,EL TARRA,54250,ARTEFACTO INCENDIARIO,2013-02-24,1
1404,ANTIOQUIA,ITUANGO,5361,GRANADA DE MANO,2013-02-25,1
1405,NORTE DE SANTANDER,TIBÚ,54810,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2013-02-25,1
1406,PUTUMAYO,SAN MIGUEL,86757,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2013-02-25,1
1407,META,SAN MARTÍN,50689,COMBUSTIBLE,2013-02-26,1
1408,NORTE DE SANTANDER,EL CARMEN,54245,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2013-02-26,2
1409,NORTE DE SANTANDER,TIBÚ,54810,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2013-02-26,1
1410,NARIÑO,BARBACOAS,52079,GRANADA DE MANO,2013-02-27,1
1411,NORTE DE SANTANDER,EL CARMEN,54245,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2013-02-27,2
1412,NORTE DE SANTANDER,TEORAMA,54800,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2013-02-27,1
1413,META,PUERTO CONCORDIA,50450,COMBUSTIBLE,2013-02-28,1
1414,NORTE DE SANTANDER,CONVENCIÓN,54206,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2013-02-28,1
1415,NORTE DE SANTANDER,TEORAMA,54800,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2013-02-28,1
1416,ANTIOQUIA,ZARAGOZA,5895,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2013-03-01,1
1417,HUILA,GARZÓN,41298,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2013-03-01,1
1418,NORTE DE SANTANDER,TIBÚ,54810,ARTEFACTO INCENDIARIO,2013-03-01,1
1419,PUTUMAYO,PUERTO ASÍS,86568,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2013-03-02,1
1420,PUTUMAYO,PUERTO CAICEDO,86569,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2013-03-03,1
1421,ANTIOQUIA,ITUANGO,5361,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2013-03-04,1
1422,ANTIOQUIA,TARAZA,5790,GRANADA DE MANO,2013-03-04,1
1423,CAUCA,ROSAS,19622,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2013-03-04,1
1424,NARIÑO,TUMACO,52835,CARRO BOMBA,2013-03-05,1
1425,ANTIOQUIA,YARUMAL,5887,COMBUSTIBLE,2013-03-06,1
1426,ARAUCA,SARAVENA,81736,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2013-03-06,1
1427,CHOCÓ,QUIBDO,27001,GRANADA DE MANO,2013-03-06,1
1428,GUAVIARE,SAN JOSÉ DEL GUAVIARE,95001,GRANADA DE MANO,2013-03-06,1
1429,NARIÑO,CHACHAGUÍ,52240,COMBUSTIBLE,2013-03-06,1
1430,ANTIOQUIA,EL BAGRE,5250,GRANADA DE MANO,2013-03-07,1
1431,NARIÑO,TUMACO,52835,ARMA DE FUEGO,2013-03-07,1
1432,ANTIOQUIA,TARAZA,5790,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2013-03-08,1
1433,ANTIOQUIA,CAUCASIA,5154,GRANADA DE MANO,2013-03-08,1
1434,NORTE DE SANTANDER,TEORAMA,54800,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2013-03-08,1
1435,NORTE DE SANTANDER,CONVENCIÓN,54206,ARTEFACTO INCENDIARIO,2013-03-08,1
1436,CAUCA,PIAMONTE,19533,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2013-03-09,1
1437,ANTIOQUIA,SAN ANDRES,5647,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2013-03-10,1
1438,ANTIOQUIA,CAUCASIA,5154,GRANADA DE MANO,2013-03-10,1
1439,META,LEJANÍAS,50400,COMBUSTIBLE,2013-03-10,1
1440,CAUCA,TIMBÍO,19807,PAQUETE BOMBA,2013-03-11,1
1441,HUILA,NEIVA,41001,GRANADA DE MANO,2013-03-11,1
1442,CAUCA,TIMBIQUÍ,19809,GRANADA DE MANO,2013-03-12,1
1443,TOLIMA,PLANADAS,73555,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2013-03-12,1
1444,ANTIOQUIA,TOLEDO,5819,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2013-03-13,1
1445,ANTIOQUIA,TOLEDO,5819,MINA ANTIPERSONA,2013-03-13,1
1446,NARIÑO,ROBERTO PAYÁN,52621,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2013-03-13,1
1447,NARIÑO,ROBERTO PAYÁN,52621,GRANADA DE MANO,2013-03-13,1
1448,NORTE DE SANTANDER,CONVENCIÓN,54206,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2013-03-13,1
1449,PUTUMAYO,ORITO,86320,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2013-03-13,1
1450,CAUCA,ARGELIA,19050,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2013-03-14,1
1451,LA GUAJIRA,ALBANIA,44035,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2013-03-14,1
1452,LA GUAJIRA,DISTRACCION,44098,GRANADA DE MANO,2013-03-14,1
1453,HUILA,NEIVA,41001,GRANADA DE MANO,2013-03-15,1
1454,NARIÑO,BARBACOAS,52079,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2013-03-16,1
1455,ARAUCA,ARAUQUITA,81065,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2013-03-17,1
1456,LA GUAJIRA,ALBANIA,44035,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2013-03-17,1
1457,LA GUAJIRA,RIOHACHA,44001,GRANADA DE MANO,2013-03-17,1
1458,NARIÑO,TUMACO,52835,ARTEFACTO INCENDIARIO,2013-03-17,1
1459,PUTUMAYO,SAN MIGUEL,86757,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2013-03-17,1
1460,ANTIOQUIA,CAUCASIA,5154,GRANADA DE MANO,2013-03-18,1
1461,PUTUMAYO,ORITO,86320,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2013-03-19,1
1462,CAUCA,CAJIBÍO,19130,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2013-03-20,1
