,DEPARTAMENTO,MUNICIPIO,CODIGO DANE,ARMAS MEDIOS,FECHA HECHO,CANTIDAD
2065,VALLE DEL CAUCA,PRADERA,76563,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2014-04-30,1
2066,ARAUCA,ARAUQUITA,81065,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2014-05-01,1
2067,BOYACA,CUBARÁ,15223,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2014-05-01,1
2068,META,VILLAVICENCIO,50001,GRANADA DE MANO,2014-05-01,1
2069,PUTUMAYO,ORITO,86320,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2014-05-02,1
2070,TOLIMA,CHAPARRAL,73168,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2014-05-02,1
2071,VALLE DEL CAUCA,TULUÁ,76834,GRANADA DE MANO,2014-05-02,1
2072,ARAUCA,SARAVENA,81736,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2014-05-03,1
2073,PUTUMAYO,ORITO,86320,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2014-05-03,1
2074,NARIÑO,RICAURTE,52612,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2014-05-05,1
2075,ANTIOQUIA,TARAZA,5790,COMBUSTIBLE,2014-05-06,1
2076,PUTUMAYO,PUERTO CAICEDO,86569,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2014-05-06,1
2077,TOLIMA,ATACO,73067,ARTEFACTO INCENDIARIO,2014-05-06,1
2078,META,CUMARAL,50226,GRANADA DE MANO,2014-05-07,1
2079,META,GRANADA,50313,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2014-05-08,1
2080,META,VILLAVICENCIO,50001,GRANADA DE MANO,2014-05-08,1
2081,PUTUMAYO,ORITO,86320,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2014-05-08,1
2082,ANTIOQUIA,VALDIVIA,5854,COMBUSTIBLE,2014-05-09,2
2083,PUTUMAYO,SAN MIGUEL,86757,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2014-05-09,1
2084,BOLIVAR,NOROSI,13490,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2014-05-10,1
2085,LA GUAJIRA,MAICAO,44430,GRANADA DE MANO,2014-05-10,1
2086,CHOCÓ,QUIBDO,27001,COMBUSTIBLE,2014-05-11,1
2087,NARIÑO,TUMACO,52835,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2014-05-11,1
2088,ARAUCA,TAME,81794,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2014-05-13,1
2089,NARIÑO,TUMACO,52835,GRANADA DE MANO,2014-05-14,1
2090,PUTUMAYO,ORITO,86320,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2014-05-15,1
2091,PUTUMAYO,ORITO,86320,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2014-05-17,2
2092,NARIÑO,BARBACOAS,52079,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2014-05-18,2
2093,NARIÑO,TUMACO,52835,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2014-05-18,1
2094,PUTUMAYO,VILLAGARZÓN,86885,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2014-05-18,1
2095,PUTUMAYO,ORITO,86320,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2014-05-19,1
2096,PUTUMAYO,PUERTO ASÍS,86568,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2014-05-19,1
2097,PUTUMAYO,ORITO,86320,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2014-05-26,1
2098,ANTIOQUIA,ANORI,5040,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2014-05-29,1
2099,ANTIOQUIA,TOLEDO,5819,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2014-05-29,1
2100,AMAZONAS,LETICIA,91001,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2014-05-30,1
2101,ANTIOQUIA,ANORI,5040,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2014-05-30,1
2102,CHOCÓ,QUIBDO,27001,GRANADA DE MANO,2014-05-30,1
2103,CHOCÓ,LLORÓ,27413,ARMA DE FUEGO,2014-05-31,1
2104,ANTIOQUIA,PUERTO TRIUNFO,5591,COMBUSTIBLE,2014-06-01,1
2105,ANTIOQUIA,EL CARMEN DE VIBORAL,5148,COMBUSTIBLE,2014-06-03,1
2106,LA GUAJIRA,VILLANUEVA,44874,GRANADA DE MANO,2014-06-03,1
2107,ANTIOQUIA,ANORI,5040,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2014-06-06,1
2108,BOGOTA D.C.,BOGOTÁ D.C.,11001,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2014-06-07,1
2109,CAUCA,MERCADERES,19450,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2014-06-08,1
2110,CHOCÓ,TADÓ,27787,CARRO BOMBA,2014-06-08,1
2111,LA GUAJIRA,EL MOLINO,44110,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2014-06-08,1
2112,PUTUMAYO,PUERTO ASÍS,86568,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2014-06-08,1
2113,META,GRANADA,50313,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2014-06-09,1
2114,NORTE DE SANTANDER,OCAÑA,54498,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2014-06-09,1
2115,META,VILLAVICENCIO,50001,GRANADA DE MANO,2014-06-11,1
2116,BOYACA,CUBARÁ,15223,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2014-06-12,1
2117,CHOCÓ,BAGADÓ,27073,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2014-06-13,1
2118,PUTUMAYO,VALLE DEL GUAMUEZ,86865,MINA ANTIPERSONA,2014-06-14,1
2119,VALLE DEL CAUCA,FLORIDA,76275,NO REPORTADO,2014-06-14,1
2120,CHOCÓ,QUIBDO,27001,ARTEFACTO INCENDIARIO,2014-06-15,1
2121,BOGOTA D.C.,BOGOTÁ D.C.,11001,GRANADA DE MANO,2014-06-15,1
2122,CHOCÓ,QUIBDO,27001,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2014-06-17,1
2123,META,VILLAVICENCIO,50001,GRANADA DE MANO,2014-06-17,1
2124,META,VILLAVICENCIO,50001,GRANADA DE MANO,2014-06-18,1
2125,BOYACA,SOGAMOSO,15759,ARTEFACTO INCENDIARIO,2014-06-19,1
2126,BOGOTA D.C.,BOGOTÁ D.C.,11001,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2014-06-20,1
2127,CASANARE,YOPAL,85001,PAQUETE BOMBA,2014-06-22,1
2128,ARAUCA,SARAVENA,81736,COMBUSTIBLE,2014-06-23,1
2129,ANTIOQUIA,GUADALUPE,5315,GRANADA DE MANO,2014-06-24,1
2130,META,PUERTO RICO,50590,COMBUSTIBLE,2014-06-25,1
2131,ANTIOQUIA,DABEIBA,5234,ARMA DE FUEGO,2014-06-28,1
2132,NORTE DE SANTANDER,TOLEDO,54820,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2014-06-28,2
2133,ARAUCA,ARAUCA,81001,CILINDRO BOMBA,2014-06-29,1
2134,PUTUMAYO,PUERTO ASÍS,86568,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2014-06-30,1
2135,ANTIOQUIA,YARUMAL,5887,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2014-07-01,1
2136,HUILA,ALTAMIRA,41026,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2014-07-01,1
2137,ANTIOQUIA,ANORI,5040,MINA ANTIPERSONA,2014-07-02,1
2138,ANTIOQUIA,ANGOSTURA,5038,COMBUSTIBLE,2014-07-02,1
2139,LA GUAJIRA,BARRANCAS,44078,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2014-07-02,1
2140,HUILA,NEIVA,41001,GRANADA DE MANO,2014-07-02,1
2141,META,VISTA HERMOSA,50711,GRANADA DE MANO,2014-07-02,1
2142,META,VISTA HERMOSA,50711,COMBUSTIBLE,2014-07-02,1
2143,ANTIOQUIA,VALDIVIA,5854,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2014-07-03,1
2144,HUILA,NEIVA,41001,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2014-07-03,1
2145,META,VILLAVICENCIO,50001,GRANADA DE MANO,2014-07-03,1
2146,PUTUMAYO,ORITO,86320,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2014-07-03,1
2147,PUTUMAYO,VALLE DEL GUAMUEZ,86865,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2014-07-03,1
2148,META,SAN JUAN DE ARAMA,50683,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2014-07-05,1
2149,PUTUMAYO,ORITO,86320,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2014-07-05,1
2150,ANTIOQUIA,BRICEÑO,5107,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2014-07-06,1
2151,ANTIOQUIA,GUADALUPE,5315,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2014-07-06,1
2152,META,EL DORADO,50270,GRANADA DE MANO,2014-07-06,1
2153,PUTUMAYO,VILLAGARZÓN,86885,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2014-07-08,1
2154,VALLE DEL CAUCA,YUMBO,76892,GRANADA DE MANO,2014-07-08,1
2155,ARAUCA,SARAVENA,81736,MINA ANTIPERSONA,2014-07-09,1
2156,ARAUCA,ARAUCA,81001,GRANADA DE MANO,2014-07-10,1
2157,META,SAN JUAN DE ARAMA,50683,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2014-07-10,1
2158,META,VILLAVICENCIO,50001,GRANADA DE MANO,2014-07-10,1
2159,PUTUMAYO,ORITO,86320,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2014-07-10,1
2160,META,SAN JUAN DE ARAMA,50683,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2014-07-11,1
2161,META,SAN JUAN DE ARAMA,50683,COMBUSTIBLE,2014-07-11,1
2162,NARIÑO,TUMACO,52835,GRANADA DE MANO,2014-07-11,1
2163,ANTIOQUIA,TOLEDO,5819,COMBUSTIBLE,2014-07-12,1
2164,HUILA,NEIVA,41001,GRANADA DE MANO,2014-07-12,1
2165,ANTIOQUIA,YONDO,5893,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2014-07-13,1
2166,HUILA,AGRADO,41013,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2014-07-14,1
2167,HUILA,NEIVA,41001,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2014-07-14,1
2168,ANTIOQUIA,VALDIVIA,5854,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2014-07-15,2
2169,CHOCÓ,EL CARMEN DE ATRATO,27245,ARTEFACTO INCENDIARIO,2014-07-15,1
2170,BOGOTA D.C.,BOGOTÁ D.C.,11001,GRANADA DE MANO,2014-07-15,1
2171,HUILA,CAMPOALEGRE,41132,COMBUSTIBLE,2014-07-15,1
2172,NARIÑO,TUMACO,52835,ARTEFACTO INCENDIARIO,2014-07-15,1
2173,GUAVIARE,SAN JOSÉ DEL GUAVIARE,95001,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2014-07-16,1
2174,META,PUERTO CONCORDIA,50450,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2014-07-16,1
2175,META,GRANADA,50313,GRANADA DE MANO,2014-07-16,1
2176,META,GRANADA,50313,ARTEFACTO INCENDIARIO,2014-07-16,1
2177,NARIÑO,BARBACOAS,52079,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2014-07-16,1
2178,NARIÑO,TUMACO,52835,GRANADA DE MANO,2014-07-16,1
2179,NORTE DE SANTANDER,TIBÚ,54810,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2014-07-16,1
2180,ANTIOQUIA,CAUCASIA,5154,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2014-07-17,1
2181,HUILA,GIGANTE,41306,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2014-07-17,1
2182,NARIÑO,BARBACOAS,52079,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2014-07-17,2
2183,PUTUMAYO,VALLE DEL GUAMUEZ,86865,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2014-07-17,1
2184,META,SAN JUAN DE ARAMA,50683,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2014-07-18,1
2185,NARIÑO,BARBACOAS,52079,ARTEFACTO INCENDIARIO,2014-07-18,2
2186,ANTIOQUIA,SEGOVIA,5736,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2014-07-19,2
2187,ANTIOQUIA,TOLEDO,5819,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2014-07-19,1
2188,ARAUCA,ARAUQUITA,81065,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2014-07-19,1
2189,ARAUCA,ARAUCA,81001,GRANADA DE MANO,2014-07-19,1
2190,PUTUMAYO,PUERTO CAICEDO,86569,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2014-07-19,1
2191,ANTIOQUIA,REMEDIOS,5604,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2014-07-20,1
2192,ANTIOQUIA,TOLEDO,5819,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2014-07-20,1
2193,GUAVIARE,SAN JOSÉ DEL GUAVIARE,95001,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2014-07-20,1
2194,ANTIOQUIA,TOLEDO,5819,ARTEFACTO INCENDIARIO,2014-07-21,1
2195,NARIÑO,TUMACO,52835,GRANADA DE MANO,2014-07-21,1
2196,PUTUMAYO,ORITO,86320,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2014-07-21,1
2197,PUTUMAYO,SAN MIGUEL,86757,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2014-07-21,1
2198,PUTUMAYO,SAN MIGUEL,86757,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2014-07-22,1
2199,PUTUMAYO,ORITO,86320,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2014-07-23,2
2200,ANTIOQUIA,YOLOMBO,5890,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2014-07-24,1
2201,NARIÑO,EL CHARCO,52250,ARMA DE FUEGO,2014-07-24,1
2202,VALLE DEL CAUCA,YUMBO,76892,GRANADA DE MANO,2014-07-24,1
2203,ARAUCA,TAME,81794,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2014-07-25,1
2204,META,GRANADA,50313,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2014-07-26,1
2205,NARIÑO,PASTO,52001,CILINDRO BOMBA,2014-07-26,1
2206,NORTE DE SANTANDER,BUCARASICA,54109,ARTEFACTO INCENDIARIO,2014-07-26,1
2207,HUILA,NEIVA,41001,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2014-07-27,1
2208,ANTIOQUIA,SANTA BARBARA,5679,ARTEFACTO INCENDIARIO,2014-07-28,1
2209,CHOCÓ,QUIBDO,27001,GRANADA DE MANO,2014-07-28,1
2210,PUTUMAYO,ORITO,86320,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2014-07-28,1
2211,VALLE DEL CAUCA,DAGUA,76233,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2014-07-28,1
2212,BOGOTA D.C.,BOGOTÁ D.C.,11001,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2014-07-29,3
2213,HUILA,CAMPOALEGRE,41132,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2014-07-29,1
2214,HUILA,PALERMO,41524,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2014-07-29,1
2215,META,PUERTO GAITÁN,50568,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2014-07-29,1
2216,SANTANDER,BARRANCABERMEJA,68081,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2014-07-29,1
2217,CAUCA,CALDONO,19137,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2014-07-30,1
2218,HUILA,NEIVA,41001,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2014-07-30,1
2219,NARIÑO,TUMACO,52835,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2014-07-30,1
2220,META,GRANADA,50313,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2014-07-31,1
2221,NORTE DE SANTANDER,EL CARMEN,54245,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2014-08-01,1
2222,META,CUBARRAL,50223,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2014-08-02,1
2223,HUILA,GARZÓN,41298,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2014-08-03,1
2224,HUILA,HOBO,41349,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2014-08-03,1
2225,PUTUMAYO,MOCOA,86001,ARTEFACTO INCENDIARIO,2014-08-05,1
2226,PUTUMAYO,PUERTO ASÍS,86568,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2014-08-06,1
2227,META,GRANADA,50313,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2014-08-07,1
2228,HUILA,BARAYA,41078,COMBUSTIBLE,2014-08-08,1
2229,ARAUCA,ARAUCA,81001,GRANADA DE MANO,2014-08-09,1
2230,HUILA,TELLO,41799,COMBUSTIBLE,2014-08-09,1
2231,NORTE DE SANTANDER,TIBÚ,54810,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2014-08-09,1
2232,VALLE DEL CAUCA,FLORIDA,76275,GRANADA DE MANO,2014-08-09,1
2233,NARIÑO,BARBACOAS,52079,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2014-08-10,1
2234,ANTIOQUIA,ANORI,5040,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2014-08-11,1
2235,ANTIOQUIA,TOLEDO,5819,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2014-08-11,1
2236,NARIÑO,TUMACO,52835,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2014-08-11,1
2237,VALLE DEL CAUCA,TULUÁ,76834,GRANADA DE MANO,2014-08-11,1
2238,LA GUAJIRA,BARRANCAS,44078,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2014-08-12,1
2239,VICHADA,CUMARIBO,99773,COMBUSTIBLE,2014-08-13,1
2240,NARIÑO,TUMACO,52835,CILINDRO BOMBA,2014-08-14,1
2241,NARIÑO,CUMBITARA,52233,ARMA DE FUEGO,2014-08-15,1
2242,BOGOTA D.C.,BOGOTÁ D.C.,11001,GRANADA DE MANO,2014-08-16,1
2243,META,SAN JUAN DE ARAMA,50683,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2014-08-17,1
2244,ARAUCA,TAME,81794,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2014-08-18,1
2245,ANTIOQUIA,CAMPAMENTO,5134,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2014-08-19,1
2246,ANTIOQUIA,CAMPAMENTO,5134,COMBUSTIBLE,2014-08-19,1
2247,PUTUMAYO,PUERTO ASÍS,86568,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2014-08-20,1
2248,CAUCA,PATÍA,19532,CILINDRO BOMBA,2014-08-21,1
2249,META,GRANADA,50313,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2014-08-21,1
2250,META,VISTA HERMOSA,50711,ARTEFACTO INCENDIARIO,2014-08-21,1
2251,PUTUMAYO,PUERTO ASÍS,86568,COMBUSTIBLE,2014-08-21,1
2252,HUILA,NEIVA,41001,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2014-08-22,1
2253,META,EL DORADO,50270,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2014-08-22,1
2254,ARAUCA,ARAUQUITA,81065,CILINDRO BOMBA,2014-08-23,1
2255,CHOCÓ,QUIBDO,27001,COMBUSTIBLE,2014-08-23,1
2256,HUILA,NEIVA,41001,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2014-08-24,1
2257,ARAUCA,ARAUCA,81001,GRANADA DE MANO,2014-08-25,1
2258,META,PUERTO LLERAS,50577,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2014-08-25,1
2259,META,SAN MARTÍN,50689,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2014-08-25,1
2260,SANTANDER,BUCARAMANGA,68001,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2014-08-25,1
2261,HUILA,NEIVA,41001,COMBUSTIBLE,2014-08-26,1
2262,META,SAN JUAN DE ARAMA,50683,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2014-08-26,1
2263,ANTIOQUIA,YARUMAL,5887,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2014-08-27,1
2264,ANTIOQUIA,YARUMAL,5887,COMBUSTIBLE,2014-08-27,1
2265,CAUCA,CALOTO,19142,ARTEFACTO INCENDIARIO,2014-08-28,1
2266,CAUCA,INZÁ,19355,ARTEFACTO INCENDIARIO,2014-08-28,1
2267,PUTUMAYO,VILLAGARZÓN,86885,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2014-08-28,1
2268,CAQUETÁ,FLORENCIA,18001,CARRO BOMBA,2014-08-29,1
2269,CASANARE,YOPAL,85001,GRANADA DE MANO,2014-08-30,1
2270,HUILA,PITALITO,41551,GRANADA DE MANO,2014-08-31,1
2271,CAUCA,SANTANDER DE QUILICHAO,19698,CANTINA BOMBA,2014-09-02,1
2272,META,PUERTO LLERAS,50577,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2014-09-02,1
2273,TOLIMA,PLANADAS,73555,COMBUSTIBLE,2014-09-02,1
2274,ANTIOQUIA,TOLEDO,5819,ARTEFACTO INCENDIARIO,2014-09-05,1
2275,ANTIOQUIA,GUADALUPE,5315,MOTO BOMBA,2014-09-05,1
2276,META,GRANADA,50313,GRANADA DE MANO,2014-09-05,1
2277,ANTIOQUIA,BURITICA,5113,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2014-09-06,1
2278,META,VISTA HERMOSA,50711,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2014-09-06,1
2279,PUTUMAYO,PUERTO ASÍS,86568,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2014-09-06,1
2280,ANTIOQUIA,TOLEDO,5819,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2014-09-07,1
2281,META,SAN JUAN DE ARAMA,50683,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2014-09-07,1
2282,META,RESTREPO,50606,GRANADA DE MANO,2014-09-08,1
2283,PUTUMAYO,PUERTO ASÍS,86568,GRANADA DE MANO,2014-09-08,1
2284,PUTUMAYO,PUERTO ASÍS,86568,ARTEFACTO INCENDIARIO,2014-09-08,1
2285,META,GRANADA,50313,GRANADA DE MANO,2014-09-09,1
2286,PUTUMAYO,VALLE DEL GUAMUEZ,86865,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2014-09-09,1
2287,ANTIOQUIA,ANORI,5040,ARTEFACTO INCENDIARIO,2014-09-10,1
2288,HUILA,TESALIA,41797,COMBUSTIBLE,2014-09-10,1
2289,HUILA,GIGANTE,41306,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2014-09-11,1
2290,ARAUCA,ARAUQUITA,81065,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2014-09-12,1
2291,META,GUAMAL,50318,GRANADA DE MANO,2014-09-12,1
2292,HUILA,AIPE,41016,COMBUSTIBLE,2014-09-13,1
2293,VALLE DEL CAUCA,JAMUNDÍ,76364,GRANADA DE MORTERO,2014-09-13,1
2294,VICHADA,CUMARIBO,99773,COMBUSTIBLE,2014-09-13,1
2295,NORTE DE SANTANDER,TIBÚ,54810,MINA ANTIPERSONA,2014-09-14,1
2296,ANTIOQUIA,TARAZA,5790,MINA ANTIPERSONA,2014-09-15,1
2297,NORTE DE SANTANDER,CONVENCIÓN,54206,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2014-09-16,1
2298,PUTUMAYO,VALLE DEL GUAMUEZ,86865,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2014-09-16,1
2299,ANTIOQUIA,ANORI,5040,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2014-09-17,1
2300,CAUCA,PADILLA,19513,ARTEFACTO INCENDIARIO,2014-09-17,1
2301,PUTUMAYO,PUERTO ASÍS,86568,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2014-09-18,1
2302,NORTE DE SANTANDER,EL TARRA,54250,MINA ANTIPERSONA,2014-09-20,1
2303,PUTUMAYO,VALLE DEL GUAMUEZ,86865,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2014-09-21,1
2304,NARIÑO,LEIVA,52405,GRANADA DE MANO,2014-09-22,1
2305,META,VISTA HERMOSA,50711,MINA ANTIPERSONA,2014-09-23,1
2306,CAUCA,PIENDAMÓ,19548,GRANADA DE MANO,2014-09-24,1
2307,PUTUMAYO,VALLE DEL GUAMUEZ,86865,COMBUSTIBLE,2014-09-24,1
2308,ANTIOQUIA,ANORI,5040,COMBUSTIBLE,2014-09-25,1
2309,HUILA,NEIVA,41001,COMBUSTIBLE,2014-09-25,1
2310,ANTIOQUIA,TARAZA,5790,COMBUSTIBLE,2014-09-26,1
2311,CAUCA,GUACHENE,19300,COMBUSTIBLE,2014-09-26,1
2312,ANTIOQUIA,TARAZA,5790,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2014-09-27,1
2313,META,SAN JUAN DE ARAMA,50683,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2014-09-27,1
2314,CAUCA,SANTANDER DE QUILICHAO,19698,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2014-09-29,1
2315,HUILA,NEIVA,41001,COMBUSTIBLE,2014-10-01,1
2316,NORTE DE SANTANDER,EL TARRA,54250,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2014-10-01,1
2317,PUTUMAYO,MOCOA,86001,GRANADA DE MANO,2014-10-01,1
2318,CAUCA,PADILLA,19513,ARTEFACTO INCENDIARIO,2014-10-02,1
2319,META,SAN JUAN DE ARAMA,50683,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2014-10-02,1
2320,CAQUETÁ,SAN JOSÉ DE LA FRAGUA,18610,COMBUSTIBLE,2014-10-03,1
2321,ANTIOQUIA,BRICEÑO,5107,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2014-10-04,1
2322,ARAUCA,TAME,81794,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2014-10-06,1
2323,TOLIMA,ATACO,73067,GRANADA DE MANO,2014-10-07,1
2324,CAUCA,LA VEGA,19397,COMBUSTIBLE,2014-10-09,1
2325,NARIÑO,TUMACO,52835,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2014-10-10,2
2326,NARIÑO,TUMACO,52835,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2014-10-11,2
2327,TOLIMA,DOLORES,73236,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2014-10-11,1
2328,ARAUCA,ARAUQUITA,81065,GRANADA DE MANO,2014-10-12,1
2329,NARIÑO,TUMACO,52835,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2014-10-12,2
2330,VALLE DEL CAUCA,CALI,76001,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2014-10-12,1
2331,ANTIOQUIA,BURITICA,5113,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,2014-10-13,1
