DEPARTAMENTO,MUNICIPIO,CODIGO DANE,ARMAS MEDIOS,FECHA HECHO,GENERO,GRUPO ETARIO,TIPO DE HURTO,CANTIDAD
VALLE DEL CAUCA,JAMUNDÍ,76364,SIN EMPLEO DE ARMAS,6/03/2013,FEMENINO,ADULTOS,HURTO ABIGEATO,1
ANTIOQUIA,CALDAS,5129,ARMA DE FUEGO,7/03/2013,MASCULINO,ADULTOS,HURTO PIRATERÍA TERRESTRE,1
SUCRE,COROZAL,70215,ARMA BLANCA / CORTOPUNZANTE,7/03/2013,MASCULINO,ADULTOS,HURTO ABIGEATO,1
BOYACA,CALDAS,15131,SIN EMPLEO DE ARMAS,7/03/2013,MASCULINO,ADULTOS,HURTO ABIGEATO,1
BOYACA,CHIQUINQUIRÁ,15176,SIN EMPLEO DE ARMAS,7/03/2013,MASCULINO,ADULTOS,HURTO ABIGEATO,1
BOYACA,TUNJA,15001,SIN EMPLEO DE ARMAS,7/03/2013,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CESAR,PELAYA,20550,SIN EMPLEO DE ARMAS,7/03/2013,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CÓRDOBA,CHIMA,23168,SIN EMPLEO DE ARMAS,7/03/2013,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CÓRDOBA,LA APARTADA,23350,SIN EMPLEO DE ARMAS,7/03/2013,MASCULINO,ADULTOS,HURTO ABIGEATO,1
META,SAN MARTÍN,50689,SIN EMPLEO DE ARMAS,7/03/2013,MASCULINO,ADULTOS,HURTO ABIGEATO,1
SUCRE,EL ROBLE,70233,SIN EMPLEO DE ARMAS,7/03/2013,MASCULINO,ADULTOS,HURTO ABIGEATO,1
SUCRE,SINCELEJO,70001,SIN EMPLEO DE ARMAS,7/03/2013,MASCULINO,ADULTOS,HURTO ABIGEATO,1
MAGDALENA,REMOLINO,47605,NO REPORTADO,8/03/2013,MASCULINO,ADULTOS,HURTO ABIGEATO,1
ANTIOQUIA,ANGOSTURA,5038,SIN EMPLEO DE ARMAS,8/03/2013,MASCULINO,ADULTOS,HURTO ABIGEATO,1
BOLIVAR,MAGANGUÉ,13430,SIN EMPLEO DE ARMAS,8/03/2013,MASCULINO,ADULTOS,HURTO ABIGEATO,1
BOYACA,PAZ DE RÍO,15537,SIN EMPLEO DE ARMAS,8/03/2013,FEMENINO,ADULTOS,HURTO ABIGEATO,1
BOYACA,SOGAMOSO,15759,SIN EMPLEO DE ARMAS,8/03/2013,FEMENINO,ADULTOS,HURTO ABIGEATO,1
CAUCA,SANTANDER DE QUILICHAO,19698,SIN EMPLEO DE ARMAS,8/03/2013,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CESAR,CHIMICHAGUA,20175,SIN EMPLEO DE ARMAS,8/03/2013,MASCULINO,ADULTOS,HURTO ABIGEATO,1
BOGOTA D.C.,BOGOTÁ D.C.,11001,SIN EMPLEO DE ARMAS,8/03/2013,MASCULINO,ADULTOS,HURTO ABIGEATO,1
TOLIMA,ALPUJARRA,73024,SIN EMPLEO DE ARMAS,8/03/2013,MASCULINO,ADULTOS,HURTO ABIGEATO,1
TOLIMA,PIEDRAS,73547,SIN EMPLEO DE ARMAS,8/03/2013,MASCULINO,ADULTOS,HURTO ABIGEATO,1
VALLE DEL CAUCA,CANDELARIA,76130,SIN EMPLEO DE ARMAS,8/03/2013,MASCULINO,ADULTOS,HURTO ABIGEATO,1
VALLE DEL CAUCA,YUMBO,76892,SIN EMPLEO DE ARMAS,8/03/2013,MASCULINO,ADULTOS,HURTO ABIGEATO,1
ANTIOQUIA,MEDELLIN,5001,ARMA DE FUEGO,9/03/2013,MASCULINO,ADULTOS,HURTO PIRATERÍA TERRESTRE,1
CESAR,VALLEDUPAR,20001,NO REPORTADO,9/03/2013,FEMENINO,ADULTOS,HURTO ABIGEATO,1
CÓRDOBA,MOMIL,23464,SIN EMPLEO DE ARMAS,9/03/2013,MASCULINO,ADULTOS,HURTO ABIGEATO,1
TOLIMA,ALVARADO,73026,SIN EMPLEO DE ARMAS,9/03/2013,MASCULINO,ADULTOS,HURTO ABIGEATO,1
ANTIOQUIA,BELLO,5088,ARMA DE FUEGO,10/03/2013,NO REPORTADO,NO REPORTADO,HURTO PIRATERÍA TERRESTRE,1
ANTIOQUIA,YARUMAL,5887,ARMA DE FUEGO,10/03/2013,MASCULINO,ADULTOS,HURTO PIRATERÍA TERRESTRE,1
VALLE DEL CAUCA,ZARZAL,76895,ARMA DE FUEGO,10/03/2013,NO REPORTADO,NO REPORTADO,HURTO PIRATERÍA TERRESTRE,1
BOGOTA D.C.,BOGOTÁ D.C.,11001,ARMA DE FUEGO,10/03/2013,NO REPORTADO,NO REPORTADO,HURTO ENTIDADES FINANCIERAS,1
LA GUAJIRA,DIBULLA,44090,ARMA BLANCA / CORTOPUNZANTE,10/03/2013,MASCULINO,ADULTOS,HURTO ABIGEATO,1
NARIÑO,PASTO,52001,NO REPORTADO,10/03/2013,MASCULINO,ADULTOS,HURTO ABIGEATO,1
BOYACA,DUITAMA,15238,SIN EMPLEO DE ARMAS,10/03/2013,FEMENINO,ADULTOS,HURTO ABIGEATO,1
CASANARE,HATO COROZAL,85125,SIN EMPLEO DE ARMAS,10/03/2013,FEMENINO,ADULTOS,HURTO ABIGEATO,1
CASANARE,PAZ DE ARIPORO,85250,SIN EMPLEO DE ARMAS,10/03/2013,MASCULINO,ADULTOS,HURTO ABIGEATO,1
HUILA,NEIVA,41001,SIN EMPLEO DE ARMAS,10/03/2013,MASCULINO,ADULTOS,HURTO ABIGEATO,1
MAGDALENA,PIVIJAY,47551,SIN EMPLEO DE ARMAS,10/03/2013,FEMENINO,ADULTOS,HURTO ABIGEATO,1
TOLIMA,COYAIMA,73217,SIN EMPLEO DE ARMAS,10/03/2013,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CUNDINAMARCA,MOSQUERA,25473,ARMA DE FUEGO,11/03/2013,MASCULINO,ADULTOS,HURTO PIRATERÍA TERRESTRE,1
ANTIOQUIA,CISNEROS,5190,SIN EMPLEO DE ARMAS,11/03/2013,MASCULINO,ADULTOS,HURTO ABIGEATO,2
CALDAS,SAMANÁ,17662,SIN EMPLEO DE ARMAS,11/03/2013,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CÓRDOBA,LORICA,23417,SIN EMPLEO DE ARMAS,11/03/2013,FEMENINO,ADULTOS,HURTO ABIGEATO,1
TOLIMA,ALPUJARRA,73024,SIN EMPLEO DE ARMAS,11/03/2013,MASCULINO,ADULTOS,HURTO ABIGEATO,1
LA GUAJIRA,SAN JUAN DEL CESAR,44650,ARMA BLANCA / CORTOPUNZANTE,12/03/2013,MASCULINO,ADULTOS,HURTO ABIGEATO,1
TOLIMA,ALVARADO,73026,ARMA BLANCA / CORTOPUNZANTE,12/03/2013,MASCULINO,ADULTOS,HURTO ABIGEATO,1
ANTIOQUIA,APARTADO,5045,SIN EMPLEO DE ARMAS,12/03/2013,MASCULINO,ADULTOS,HURTO ABIGEATO,1
ATLANTICO,SANTO TOMAS,8685,SIN EMPLEO DE ARMAS,12/03/2013,MASCULINO,ADULTOS,HURTO ABIGEATO,2
CAQUETÁ,PUERTO RICO,18592,SIN EMPLEO DE ARMAS,12/03/2013,MASCULINO,ADULTOS,HURTO ABIGEATO,1
HUILA,PITALITO,41551,SIN EMPLEO DE ARMAS,12/03/2013,MASCULINO,ADULTOS,HURTO ABIGEATO,1
META,VILLAVICENCIO,50001,SIN EMPLEO DE ARMAS,12/03/2013,MASCULINO,ADULTOS,HURTO ABIGEATO,1
ANTIOQUIA,GIRARDOTA,5308,ARMA DE FUEGO,13/03/2013,NO REPORTADO,NO REPORTADO,HURTO PIRATERÍA TERRESTRE,1
ARAUCA,TAME,81794,ARMA DE FUEGO,13/03/2013,MASCULINO,ADULTOS,HURTO PIRATERÍA TERRESTRE,1
ANTIOQUIA,SANTA ROSA DE OSOS,5686,CONTUNDENTES,13/03/2013,MASCULINO,ADULTOS,HURTO PIRATERÍA TERRESTRE,1
ANTIOQUIA,MEDELLIN,5001,SIN EMPLEO DE ARMAS,13/03/2013,NO REPORTADO,NO REPORTADO,HURTO ENTIDADES FINANCIERAS,1
CAUCA,PIENDAMÓ,19548,ARMA BLANCA / CORTOPUNZANTE,13/03/2013,MASCULINO,ADULTOS,HURTO ABIGEATO,1
BOYACA,DUITAMA,15238,SIN EMPLEO DE ARMAS,13/03/2013,MASCULINO,ADULTOS,HURTO ABIGEATO,1
BOYACA,SANTA ROSA DE VITERBO,15693,SIN EMPLEO DE ARMAS,13/03/2013,FEMENINO,ADULTOS,HURTO ABIGEATO,1
CAUCA,SILVIA,19743,SIN EMPLEO DE ARMAS,13/03/2013,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CUNDINAMARCA,COGUA,25200,SIN EMPLEO DE ARMAS,13/03/2013,FEMENINO,ADULTOS,HURTO ABIGEATO,1
QUINDIO,SALENTO,63690,SIN EMPLEO DE ARMAS,13/03/2013,MASCULINO,ADULTOS,HURTO ABIGEATO,1
SUCRE,MAJAGUAL,70429,SIN EMPLEO DE ARMAS,13/03/2013,FEMENINO,ADULTOS,HURTO ABIGEATO,1
ANTIOQUIA,MEDELLIN,5001,ARMA DE FUEGO,14/03/2013,MASCULINO,ADULTOS,HURTO PIRATERÍA TERRESTRE,1
CAUCA,SANTANDER DE QUILICHAO,19698,ARMA DE FUEGO,14/03/2013,NO REPORTADO,NO REPORTADO,HURTO PIRATERÍA TERRESTRE,1
LA GUAJIRA,DISTRACCION,44098,ARMA BLANCA / CORTOPUNZANTE,14/03/2013,MASCULINO,ADULTOS,HURTO ABIGEATO,1
TOLIMA,VENADILLO,73861,ARMA BLANCA / CORTOPUNZANTE,14/03/2013,MASCULINO,ADULTOS,HURTO ABIGEATO,1
SANTANDER,BARBOSA,68077,NO REPORTADO,14/03/2013,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CAUCA,SILVIA,19743,SIN EMPLEO DE ARMAS,14/03/2013,MASCULINO,ADULTOS,HURTO ABIGEATO,1
MAGDALENA,ARACATACA,47053,SIN EMPLEO DE ARMAS,14/03/2013,MASCULINO,ADULTOS,HURTO ABIGEATO,1
SUCRE,SAN MARCOS,70708,SIN EMPLEO DE ARMAS,14/03/2013,MASCULINO,ADULTOS,HURTO ABIGEATO,1
ANTIOQUIA,MEDELLIN,5001,ARMA DE FUEGO,15/03/2013,MASCULINO,ADULTOS,HURTO PIRATERÍA TERRESTRE,1
ANTIOQUIA,RIONEGRO,5615,ARMA DE FUEGO,15/03/2013,NO REPORTADO,NO REPORTADO,HURTO ENTIDADES FINANCIERAS,1
BOGOTA D.C.,BOGOTÁ D.C.,11001,ARMA DE FUEGO,15/03/2013,NO REPORTADO,NO REPORTADO,HURTO ENTIDADES FINANCIERAS,1
ATLANTICO,MANATÍ,8436,ARMA BLANCA / CORTOPUNZANTE,15/03/2013,MASCULINO,ADULTOS,HURTO ABIGEATO,1
LA GUAJIRA,DISTRACCION,44098,ARMA BLANCA / CORTOPUNZANTE,15/03/2013,MASCULINO,ADULTOS,HURTO ABIGEATO,1
LA GUAJIRA,RIOHACHA,44001,ARMA BLANCA / CORTOPUNZANTE,15/03/2013,MASCULINO,ADULTOS,HURTO ABIGEATO,1
TOLIMA,IBAGUÉ,73001,ARMA DE FUEGO,15/03/2013,MASCULINO,ADULTOS,HURTO ABIGEATO,1
NARIÑO,SAN BERNARDO,52685,NO REPORTADO,15/03/2013,FEMENINO,ADULTOS,HURTO ABIGEATO,1
SUCRE,SAN BENITO ABAD,70678,NO REPORTADO,15/03/2013,MASCULINO,ADULTOS,HURTO ABIGEATO,1
ATLANTICO,JUAN DE ACOSTA,8372,SIN EMPLEO DE ARMAS,15/03/2013,MASCULINO,ADULTOS,HURTO ABIGEATO,1
SUCRE,SINCÉ,70742,SIN EMPLEO DE ARMAS,15/03/2013,MASCULINO,ADULTOS,HURTO ABIGEATO,1
VALLE DEL CAUCA,RESTREPO,76606,ARMA DE FUEGO,16/03/2013,MASCULINO,ADULTOS,HURTO PIRATERÍA TERRESTRE,1
TOLIMA,IBAGUÉ,73001,ARMA BLANCA / CORTOPUNZANTE,16/03/2013,MASCULINO,ADULTOS,HURTO ABIGEATO,1
VALLE DEL CAUCA,ZARZAL,76895,ARMA DE FUEGO,17/03/2013,NO REPORTADO,NO REPORTADO,HURTO PIRATERÍA TERRESTRE,1
SUCRE,SAN JUAN BETULIA,70702,ARMA BLANCA / CORTOPUNZANTE,17/03/2013,MASCULINO,ADULTOS,HURTO ABIGEATO,1
SANTANDER,CIMITARRA,68190,NO REPORTADO,18/03/2013,MASCULINO,ADULTOS,HURTO ABIGEATO,1
TOLIMA,GUAMO,73319,NO REPORTADO,18/03/2013,MASCULINO,ADULTOS,HURTO ABIGEATO,1
ATLANTICO,JUAN DE ACOSTA,8372,SIN EMPLEO DE ARMAS,18/03/2013,MASCULINO,ADULTOS,HURTO ABIGEATO,1
ATLANTICO,PIOJÓ,8549,SIN EMPLEO DE ARMAS,18/03/2013,MASCULINO,ADULTOS,HURTO ABIGEATO,1
NARIÑO,BUESACO,52110,SIN EMPLEO DE ARMAS,18/03/2013,FEMENINO,ADULTOS,HURTO ABIGEATO,1
NORTE DE SANTANDER,VILLA CARO,54871,SIN EMPLEO DE ARMAS,18/03/2013,MASCULINO,ADULTOS,HURTO ABIGEATO,1
ANTIOQUIA,BELLO,5088,ARMA DE FUEGO,19/03/2013,MASCULINO,ADULTOS,HURTO PIRATERÍA TERRESTRE,1
BOGOTA D.C.,BOGOTÁ D.C.,11001,ARMA DE FUEGO,19/03/2013,NO REPORTADO,NO REPORTADO,HURTO ENTIDADES FINANCIERAS,1
CESAR,EL COPEY,20238,SIN EMPLEO DE ARMAS,19/03/2013,MASCULINO,ADULTOS,HURTO ABIGEATO,1
NARIÑO,CUMBAL,52227,SIN EMPLEO DE ARMAS,19/03/2013,MASCULINO,ADULTOS,HURTO ABIGEATO,1
TOLIMA,ARMERO,73055,SIN EMPLEO DE ARMAS,19/03/2013,MASCULINO,ADULTOS,HURTO ABIGEATO,1
ANTIOQUIA,BARBOSA,5079,ARMA DE FUEGO,20/03/2013,MASCULINO,ADULTOS,HURTO PIRATERÍA TERRESTRE,1
ANTIOQUIA,MEDELLIN,5001,ARMA DE FUEGO,20/03/2013,NO REPORTADO,NO REPORTADO,HURTO PIRATERÍA TERRESTRE,1
CESAR,AGUACHICA,20011,ARMA DE FUEGO,20/03/2013,MASCULINO,ADULTOS,HURTO PIRATERÍA TERRESTRE,1
ANTIOQUIA,BELLO,5088,CONTUNDENTES,20/03/2013,NO REPORTADO,NO REPORTADO,HURTO PIRATERÍA TERRESTRE,1
SUCRE,SAMPUÉS,70670,ARMA BLANCA / CORTOPUNZANTE,20/03/2013,MASCULINO,ADULTOS,HURTO ABIGEATO,1
TOLIMA,COELLO,73200,ARMA BLANCA / CORTOPUNZANTE,20/03/2013,FEMENINO,ADULTOS,HURTO ABIGEATO,1
CAQUETÁ,SAN VICENTE DEL CAGUÁN,18753,ARMA DE FUEGO,20/03/2013,MASCULINO,ADULTOS,HURTO ABIGEATO,1
META,ACACÍAS,50006,NO REPORTADO,20/03/2013,MASCULINO,ADULTOS,HURTO ABIGEATO,1
TOLIMA,GUAMO,73319,NO REPORTADO,20/03/2013,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CÓRDOBA,CHINÚ,23182,SIN EMPLEO DE ARMAS,20/03/2013,MASCULINO,ADULTOS,HURTO ABIGEATO,1
LA GUAJIRA,DISTRACCION,44098,SIN EMPLEO DE ARMAS,20/03/2013,FEMENINO,ADULTOS,HURTO ABIGEATO,1
RISARALDA,DOS QUEBRADAS,66170,SIN EMPLEO DE ARMAS,20/03/2013,MASCULINO,ADULTOS,HURTO ABIGEATO,1
ANTIOQUIA,BARBOSA,5079,ARMA DE FUEGO,21/03/2013,MASCULINO,ADULTOS,HURTO PIRATERÍA TERRESTRE,1
TOLIMA,SANTA ISABEL,73686,ARMA BLANCA / CORTOPUNZANTE,21/03/2013,MASCULINO,ADULTOS,HURTO ABIGEATO,1
SUCRE,SINCÉ,70742,ARMA DE FUEGO,21/03/2013,MASCULINO,ADULTOS,HURTO ABIGEATO,1
ANTIOQUIA,CAÑASGORDAS,5138,SIN EMPLEO DE ARMAS,21/03/2013,MASCULINO,ADULTOS,HURTO ABIGEATO,1
ATLANTICO,CANDELARIA,8141,SIN EMPLEO DE ARMAS,21/03/2013,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CAUCA,EL TAMBO,19256,SIN EMPLEO DE ARMAS,21/03/2013,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CESAR,AGUACHICA,20011,SIN EMPLEO DE ARMAS,21/03/2013,MASCULINO,ADULTOS,HURTO ABIGEATO,1
TOLIMA,SALDAÑA,73671,SIN EMPLEO DE ARMAS,21/03/2013,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CUNDINAMARCA,SOACHA,25754,ARMA DE FUEGO,22/03/2013,MASCULINO,ADULTOS,HURTO PIRATERÍA TERRESTRE,1
ATLANTICO,BARRANQUILLA,8001,ARMA DE FUEGO,22/03/2013,NO REPORTADO,NO REPORTADO,HURTO ENTIDADES FINANCIERAS,1
SUCRE,SAMPUÉS,70670,ARMA DE FUEGO,22/03/2013,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CASANARE,YOPAL,85001,NO REPORTADO,22/03/2013,FEMENINO,ADULTOS,HURTO ABIGEATO,1
BOLIVAR,PINILLOS,13549,SIN EMPLEO DE ARMAS,22/03/2013,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CASANARE,PAZ DE ARIPORO,85250,SIN EMPLEO DE ARMAS,22/03/2013,MASCULINO,ADULTOS,HURTO ABIGEATO,1
SANTANDER,LANDÁZURI,68385,SIN EMPLEO DE ARMAS,22/03/2013,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CALDAS,VITERBO,17877,ARMA BLANCA / CORTOPUNZANTE,23/03/2013,MASCULINO,ADULTOS,HURTO ABIGEATO,1
TOLIMA,VENADILLO,73861,NO REPORTADO,23/03/2013,MASCULINO,ADULTOS,HURTO ABIGEATO,1
TOLIMA,HONDA,73349,SIN EMPLEO DE ARMAS,23/03/2013,FEMENINO,ADULTOS,HURTO ABIGEATO,1
ATLANTICO,BARANOA,8078,ARMA BLANCA / CORTOPUNZANTE,24/03/2013,MASCULINO,ADULTOS,HURTO ABIGEATO,1
HUILA,CAMPOALEGRE,41132,ARMA BLANCA / CORTOPUNZANTE,24/03/2013,MASCULINO,ADULTOS,HURTO ABIGEATO,1
NORTE DE SANTANDER,CÁCHIRA,54128,ARMA DE FUEGO,24/03/2013,MASCULINO,ADULTOS,HURTO ABIGEATO,1
META,RESTREPO,50606,NO REPORTADO,24/03/2013,FEMENINO,ADULTOS,HURTO ABIGEATO,1
BOYACA,VENTAQUEMADA,15861,SIN EMPLEO DE ARMAS,24/03/2013,MASCULINO,ADULTOS,HURTO ABIGEATO,1
HUILA,PITALITO,41551,SIN EMPLEO DE ARMAS,24/03/2013,FEMENINO,ADULTOS,HURTO ABIGEATO,1
META,SAN MARTÍN,50689,SIN EMPLEO DE ARMAS,24/03/2013,MASCULINO,ADULTOS,HURTO ABIGEATO,1
SUCRE,GALERAS,70235,SIN EMPLEO DE ARMAS,24/03/2013,MASCULINO,ADULTOS,HURTO ABIGEATO,1
SUCRE,SAN JUAN BETULIA,70702,SIN EMPLEO DE ARMAS,24/03/2013,FEMENINO,ADULTOS,HURTO ABIGEATO,1
TOLIMA,LÍBANO,73411,SIN EMPLEO DE ARMAS,24/03/2013,MASCULINO,ADULTOS,HURTO ABIGEATO,1
NARIÑO,IPIALES,52356,ARMA DE FUEGO,25/03/2013,NO REPORTADO,NO REPORTADO,HURTO ENTIDADES FINANCIERAS,1
TOLIMA,ALVARADO,73026,ARMA BLANCA / CORTOPUNZANTE,25/03/2013,MASCULINO,ADULTOS,HURTO ABIGEATO,1
META,VILLAVICENCIO,50001,NO REPORTADO,25/03/2013,MASCULINO,ADULTOS,HURTO ABIGEATO,2
TOLIMA,CHAPARRAL,73168,NO REPORTADO,25/03/2013,FEMENINO,ADULTOS,HURTO ABIGEATO,1
BOLIVAR,CALAMAR,13140,SIN EMPLEO DE ARMAS,25/03/2013,FEMENINO,ADULTOS,HURTO ABIGEATO,1
CESAR,PELAYA,20550,SIN EMPLEO DE ARMAS,25/03/2013,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CUNDINAMARCA,SIBATÉ,25740,SIN EMPLEO DE ARMAS,25/03/2013,MASCULINO,ADULTOS,HURTO ABIGEATO,1
META,VILLAVICENCIO,50001,SIN EMPLEO DE ARMAS,25/03/2013,FEMENINO,ADULTOS,HURTO ABIGEATO,1
SANTANDER,LEBRIJA,68406,ARMA DE FUEGO,26/03/2013,MASCULINO,ADULTOS,HURTO PIRATERÍA TERRESTRE,1
VALLE DEL CAUCA,YOTOCO,76890,ARMA DE FUEGO,26/03/2013,MASCULINO,ADULTOS,HURTO PIRATERÍA TERRESTRE,1
ANTIOQUIA,MEDELLIN,5001,ARMA DE FUEGO,26/03/2013,NO REPORTADO,NO REPORTADO,HURTO ENTIDADES FINANCIERAS,1
ATLANTICO,LURUACO,8421,ARMA BLANCA / CORTOPUNZANTE,26/03/2013,MASCULINO,ADULTOS,HURTO ABIGEATO,1
MAGDALENA,CHIVOLÓ,47170,ARMA BLANCA / CORTOPUNZANTE,26/03/2013,MASCULINO,ADULTOS,HURTO ABIGEATO,1
MAGDALENA,PLATO,47555,ARMA DE FUEGO,26/03/2013,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CESAR,ASTREA,20032,SIN EMPLEO DE ARMAS,26/03/2013,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CÓRDOBA,CERETÉ,23162,SIN EMPLEO DE ARMAS,26/03/2013,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CÓRDOBA,MONTERÍA,23001,SIN EMPLEO DE ARMAS,26/03/2013,MASCULINO,ADULTOS,HURTO ABIGEATO,1
BOGOTA D.C.,BOGOTÁ D.C.,11001,SIN EMPLEO DE ARMAS,26/03/2013,MASCULINO,ADULTOS,HURTO ABIGEATO,1
META,CABUYARO,50124,SIN EMPLEO DE ARMAS,26/03/2013,MASCULINO,ADULTOS,HURTO ABIGEATO,1
VALLE DEL CAUCA,CARTAGO,76147,SIN EMPLEO DE ARMAS,26/03/2013,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CAUCA,PATÍA,19532,ARMA DE FUEGO,27/03/2013,MASCULINO,ADULTOS,HURTO PIRATERÍA TERRESTRE,1
VALLE DEL CAUCA,CALI,76001,ARMA DE FUEGO,27/03/2013,NO REPORTADO,NO REPORTADO,HURTO PIRATERÍA TERRESTRE,1
MAGDALENA,SANTA ANA,47707,ARMA BLANCA / CORTOPUNZANTE,27/03/2013,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CAQUETÁ,SAN VICENTE DEL CAGUÁN,18753,ARMA DE FUEGO,27/03/2013,MASCULINO,ADULTOS,HURTO ABIGEATO,1
ATLANTICO,SANTO TOMAS,8685,SIN EMPLEO DE ARMAS,27/03/2013,FEMENINO,ADULTOS,HURTO ABIGEATO,1
BOLIVAR,EL CARMEN DE BOLÍVAR,13244,SIN EMPLEO DE ARMAS,27/03/2013,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CUNDINAMARCA,ZIPAQUIRA,25899,ARMA BLANCA / CORTOPUNZANTE,28/03/2013,MASCULINO,ADULTOS,HURTO PIRATERÍA TERRESTRE,1
NARIÑO,SANDONÁ,52683,NO REPORTADO,28/03/2013,MASCULINO,ADULTOS,HURTO ABIGEATO,1
ANTIOQUIA,DABEIBA,5234,SIN EMPLEO DE ARMAS,28/03/2013,MASCULINO,ADULTOS,HURTO ABIGEATO,1
BOLIVAR,CALAMAR,13140,SIN EMPLEO DE ARMAS,28/03/2013,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CÓRDOBA,SAN ANDRÉS DE SOTAVET0,23670,SIN EMPLEO DE ARMAS,28/03/2013,MASCULINO,ADULTOS,HURTO ABIGEATO,1
ANTIOQUIA,ITAGÜI,5360,NO REPORTADO,29/03/2013,MASCULINO,ADULTOS,HURTO PIRATERÍA TERRESTRE,1
TOLIMA,RONCESVALLES,73622,NO REPORTADO,29/03/2013,MASCULINO,ADULTOS,HURTO ABIGEATO,1
ANTIOQUIA,PUERTO TRIUNFO,5591,SIN EMPLEO DE ARMAS,29/03/2013,MASCULINO,ADULTOS,HURTO ABIGEATO,1
VALLE DEL CAUCA,ULLOA,76845,SIN EMPLEO DE ARMAS,29/03/2013,MASCULINO,ADULTOS,HURTO ABIGEATO,1
NARIÑO,ARBOLEDA,52051,ARMA BLANCA / CORTOPUNZANTE,30/03/2013,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CHOCÓ,RIOSUCIO,27615,NO REPORTADO,30/03/2013,MASCULINO,ADULTOS,HURTO ABIGEATO,1
META,ACACÍAS,50006,NO REPORTADO,30/03/2013,FEMENINO,ADULTOS,HURTO ABIGEATO,1
ARAUCA,ARAUCA,81001,SIN EMPLEO DE ARMAS,30/03/2013,FEMENINO,ADULTOS,HURTO ABIGEATO,1
CÓRDOBA,MONTERÍA,23001,SIN EMPLEO DE ARMAS,30/03/2013,MASCULINO,ADULTOS,HURTO ABIGEATO,1
TOLIMA,COYAIMA,73217,SIN EMPLEO DE ARMAS,30/03/2013,MASCULINO,ADULTOS,HURTO ABIGEATO,1
TOLIMA,PIEDRAS,73547,ARMA BLANCA / CORTOPUNZANTE,31/03/2013,MASCULINO,ADULTOS,HURTO ABIGEATO,1
TOLIMA,DOLORES,73236,NO REPORTADO,31/03/2013,MASCULINO,ADULTOS,HURTO ABIGEATO,1
META,LA MACARENA,50350,SIN EMPLEO DE ARMAS,31/03/2013,MASCULINO,ADULTOS,HURTO ABIGEATO,1
RISARALDA,LA CELIA,66383,SIN EMPLEO DE ARMAS,31/03/2013,FEMENINO,ADULTOS,HURTO ABIGEATO,1
SUCRE,SAN ONOFRE,70713,SIN EMPLEO DE ARMAS,31/03/2013,MASCULINO,ADULTOS,HURTO ABIGEATO,1
SUCRE,SINCELEJO,70001,SIN EMPLEO DE ARMAS,31/03/2013,MASCULINO,ADULTOS,HURTO ABIGEATO,1
ANTIOQUIA,MEDELLIN,5001,ARMA DE FUEGO,1/04/2013,NO REPORTADO,NO REPORTADO,HURTO ENTIDADES FINANCIERAS,1
LA GUAJIRA,URIBIA,44847,ARMA BLANCA / CORTOPUNZANTE,1/04/2013,MASCULINO,ADULTOS,HURTO ABIGEATO,1
TOLIMA,COYAIMA,73217,ARMA BLANCA / CORTOPUNZANTE,1/04/2013,MASCULINO,ADULTOS,HURTO ABIGEATO,1
TOLIMA,ORTEGA,73504,ARMA BLANCA / CORTOPUNZANTE,1/04/2013,MASCULINO,ADULTOS,HURTO ABIGEATO,1
ANTIOQUIA,BARBOSA,5079,NO REPORTADO,1/04/2013,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CUNDINAMARCA,ZIPACÓN,25898,NO REPORTADO,1/04/2013,MASCULINO,ADULTOS,HURTO ABIGEATO,1
META,ACACÍAS,50006,NO REPORTADO,1/04/2013,MASCULINO,ADULTOS,HURTO ABIGEATO,1
META,CUMARAL,50226,NO REPORTADO,1/04/2013,MASCULINO,ADULTOS,HURTO ABIGEATO,1
NARIÑO,PASTO,52001,NO REPORTADO,1/04/2013,MASCULINO,ADULTOS,HURTO ABIGEATO,1
ATLANTICO,CANDELARIA,8141,SIN EMPLEO DE ARMAS,1/04/2013,MASCULINO,ADULTOS,HURTO ABIGEATO,1
